A1BQ7T9J84GDOJ,000100039X,5.0,1353283200
A5JX4FNFLFJUP,000100039X,5.0,1335744000
A3A3NZIAJX30TU,000100039X,5.0,1393891200
A1TT4CY55WLHAR,000100039X,5.0,1342396800
A2ANKX9F6UAOZB,000100039X,5.0,1314921600
A1TA5SEXDFJRGK,000100039X,5.0,1127433600
A2TVM0ZZZWRK11,000100039X,5.0,905299200
A3NAWI4L7ZBPJO,000100039X,4.0,1243728000
A2X4HE21JTAL98,000100039X,5.0,1132099200
ARDQ9KNB8K22N,000100039X,5.0,1329264000
A27ZH1AQORJ1L,000100039X,5.0,1066003200
A5E9TSD20U9PR,000100039X,5.0,1377475200
A26GKZPS079GFF,000100039X,5.0,982972800
A3UZSIDE90JWW1,000100039X,5.0,1399075200
A34GJPYSOGMQ35,000100039X,4.0,969408000
AENNW2G826191,000100039X,3.0,963446400
A1KQ80Y692CDOI,000100039X,2.0,1206057600
AUTNO7VDY4H4A,000100039X,5.0,1371427200
AF7CSSGV93RXN,000100039X,5.0,1331510400
A3L6UC8985ORUY,000100039X,5.0,1096761600
A113MEGW2M8C2F,000100039X,2.0,1389398400
A1T8XIRW1OLK5G,000100039X,5.0,1270598400
A3SK701OIJM1YX,000100039X,5.0,1389744000
A3Q4Q7XFEM5UHL,000100039X,5.0,1378166400
A2RC16D2R9LXGW,000100039X,5.0,1390694400
A24JRVJFYYXKPS,000100039X,5.0,1383004800
A1FFY9CY86IDD,000100039X,5.0,1372896000
A3H65DAAV98C8F,000100039X,5.0,1215129600
AUNCAO68EXFRG,000100039X,5.0,1338249600
A21SZ8URIZFDRW,000100039X,5.0,1401321600
A174OHGABJ4YAN,000100039X,5.0,1349481600
A7EBFU5OXPAQ4,000100039X,5.0,1395878400
A2PH70X2FVDDGH,000100039X,5.0,1209600000
AIPVXNLGA5YUY,000100039X,4.0,1325721600
A2M7R6TNMH5YZN,000100039X,3.0,1387238400
A1HQ32HO9BQR7Z,000100039X,5.0,1355529600
A37473RZR4WOHK,000100039X,5.0,1363219200
A1NPNGWBVD9AK3,000100039X,5.0,961804800
A1TY6FNLD3PSRQ,000100039X,5.0,1309046400
AJTTO7FN4PX80,000100039X,5.0,1232236800
A25DQKCOPNDCFC,000100039X,5.0,1403049600
A13C50JF143I83,000100039X,5.0,1396742400
A1OVTGOABA03MO,000100039X,5.0,1138924800
A1NTFC42V6KRZT,000100039X,5.0,1358726400
A20BIPRPD473RD,000100039X,5.0,1365897600
A1L5IG1LKN6NED,000100039X,5.0,1102118400
A3OM311DLNWBF,000100039X,5.0,1378339200
A2U31H5N3L2FAF,000100039X,5.0,1368748800
A3IDA2DVEWP09K,000100039X,5.0,1393891200
A33MMYXQD20CVH,000100039X,5.0,1360627200
A15ACUAJEJXCS3,000100039X,5.0,957312000
A234ILZPYP0TTX,000100039X,5.0,1379462400
A393EJD130USD6,000100039X,5.0,992908800
A1T9OSAAHJ4Y4P,000100039X,5.0,1283644800
ATIZODZJRGW7K,000100039X,5.0,1331424000
A3834WP6FB2UE6,000100039X,5.0,1191456000
A1CK9AM723KWTP,000100039X,5.0,1348272000
A133S8CUIVRFKN,000100039X,5.0,1206748800
A3NPACKJFKAZIE,000100039X,5.0,1403049600
AUNO2CB90RZ92,000100039X,5.0,1151625600
A3BHSR8LON67NA,000100039X,5.0,1380758400
A2DAW90AIOJY1B,000100039X,5.0,1144627200
A2B5U036VNR5MA,000100039X,5.0,1038787200
A1IOZY37ZC0T1Y,000100039X,5.0,1397433600
A1MHBQRVSKHJCU,000100039X,5.0,1211846400
A1JP8MMNY1EACY,000100039X,5.0,1328659200
A1U8BMNVUVNXW7,000100039X,5.0,1393372800
A35HKAMNB04WZ2,000100039X,5.0,1373328000
A3IS4WGMFR4X65,000100039X,5.0,1256601600
A2NADOABAA13VC,000100039X,5.0,1338422400
A3GCDS9S7YKUY8,000100039X,5.0,1356652800
A33GLP9XK1IEDU,000100039X,5.0,1286928000
AHADO0TEQIZVO,000100039X,5.0,1400716800
A1DU5APNX495UD,000100039X,5.0,1149638400
A2YES2457DG6VS,000100039X,4.0,1375488000
AVMZASV37BEI0,000100039X,5.0,1377734400
A2ETRFEITI6Q5L,000100039X,5.0,1270166400
A3FU86AVLGG2SW,000100039X,3.0,1334534400
A29UKKG1FVTDVC,000100039X,4.0,1395273600
A39FW2WG64TQGO,000100039X,2.0,1338681600
A386A9WE42M4PG,000100039X,1.0,1371772800
A94X0HVBDF3GM,000100039X,5.0,1376006400
A2N9GJAOTN92FH,000100039X,3.0,1378339200
AWLFVCT9128JV,000100039X,5.0,1136851200
A8PGX8CXNA527,000100039X,5.0,1136505600
AWAWNWH21F94N,000100039X,5.0,1376092800
A33CNFK776MTWR,000100039X,5.0,1261612800
A1MCAHDE1F3Q6L,000100039X,5.0,1242345600
A2DR7LEUAEJDG7,000100039X,5.0,1118448000
A3QVU24YDMHX38,000100039X,5.0,943401600
A21G5RU7JQMWHN,000100039X,5.0,1365984000
APELCKI6IJ7E1,000100039X,4.0,1364083200
A2AYZ119ILGZ8M,000100039X,5.0,951350400
A12XKPZWLHQWQP,000100039X,5.0,1358553600
A21Z17R9JIZJVR,000100039X,4.0,1174435200
AHF6VG55JP9HI,000100039X,5.0,1319500800
APW96HJ7GYRJH,000100039X,5.0,1026259200
A2QZFUQ8ME1KYS,000100039X,5.0,1301529600
AW1Z7GYIBWB4K,000100039X,5.0,1360540800
AMRZ5G7HF7I03,000100039X,5.0,1259452800
A34HCSZJXZLPC,000100039X,5.0,1021939200
A3QZI8VT0VWUEX,000100039X,5.0,1394755200
AI9CMLQWH9KRP,000100039X,5.0,1186012800
A2NHD7LUXVGTD3,000100039X,5.0,1344729600
A1K1JW1C5CUSUZ,000100039X,5.0,980380800
A2D6ZVBG83S7AX,000100039X,5.0,1266192000
ABNAODH0QVM1H,000100039X,5.0,1397865600
ADS5APY1NKTL4,000100039X,5.0,1297296000
A1H456ZKORAWG7,000100039X,5.0,1201392000
A3K5UQZ6I980GF,000100039X,5.0,1394582400
A12W8NRSYR593I,000100039X,5.0,1359158400
A3A0ZK5GTHSCUV,000100039X,5.0,1298764800
A2RHYKK0P19Q12,000100039X,5.0,1266624000
A1IBHCPPCTUPDK,000100039X,5.0,1235692800
A38AAPXSJN4C5G,000100039X,5.0,1400630400
A256HLO8LOZ7TM,000100039X,5.0,1404518400
A2I581LXV5C4ZA,000100039X,5.0,1398297600
A2P53KTOPP41VJ,000100039X,5.0,1363564800
A2QTSBRRLU72X6,000100039X,5.0,1404086400
AHU79FTN61C01,000100039X,3.0,1385424000
AA6C78DHRK962,000100039X,5.0,1355702400
AL5JTP4TSNKP2,000100039X,5.0,1351987200
A20YVS4VQGEAHH,000100039X,5.0,1351814400
A1CESRPA842P9X,000100039X,5.0,1392163200
APPYZYQ7UANSB,000100039X,5.0,1045958400
A309GJSIGWQHFQ,000100039X,5.0,1289952000
A263JC385S09O8,000100039X,5.0,1378166400
A3I348SL9XYQZY,000100039X,5.0,1167696000
AFY0BT42DDYZV,000100039X,5.0,1220227200
A2TBX999AZ6Z7U,000100039X,5.0,1373932800
A11TYILTAFKPR3,000100039X,5.0,978480000
A35AJDCFWPQUPI,000100039X,5.0,1197331200
A395VZN4N4Q2TJ,000100039X,5.0,1257379200
A308E1C7MU3462,000100039X,5.0,1365120000
A1YXEQT7RWOC5N,000100039X,5.0,1168473600
A1GE8MHKYO3RDD,000100039X,5.0,1388707200
A20TODSKOXU5F2,000100039X,5.0,1293667200
A13EPGMCTKE06Q,000100039X,5.0,1264032000
A37R9GGCM36MGV,000100039X,5.0,995587200
A3CINOZKBEFMAF,000100039X,5.0,957312000
A1HMWGWBQ9FHJD,000100039X,5.0,1095465600
A1OGQA984MTKBH,000100039X,1.0,1372118400
A3FAL45SR8LWHP,000100039X,5.0,1130630400
A3UZNGJ9GBU2WL,000100039X,5.0,1359417600
AAEP8YFERQ8FC,000100039X,5.0,1196294400
A2BQZRA2P81BQG,000100039X,2.0,1388534400
A25P6DY6ARTCGZ,000100039X,5.0,959817600
A32K9SN3OAODHO,000100039X,5.0,1163116800
A1DFPNL3ILPZRP,000100039X,5.0,1343606400
A1IISFGGY4YGVZ,000100039X,5.0,1375488000
AH71VCMY3QWMN,000100039X,5.0,1288915200
A3VBC43S12M54E,000100039X,4.0,1253059200
A14KIIUXXFSVAO,000100039X,5.0,1367107200
A3E3WD4IRBIBFI,000100039X,5.0,1373155200
A1T0JI4IR2ASF6,000100039X,5.0,1396051200
A1DQYPYI53ABM,000100039X,5.0,1392163200
A19VIL7MNAWHAA,000100039X,4.0,1374192000
A3HZT5HW043WU,000100039X,5.0,1352937600
A2Z2PFM5FWD8XM,000100039X,5.0,1368748800
AIHEMBMETF74K,000100039X,5.0,1361491200
A1SP45I55GQIIE,000100039X,5.0,1004918400
A2ZB1G1KUE6OS6,000100039X,2.0,1241308800
A1QXHNL8K38TCX,000100039X,5.0,1358035200
A1XLZQ205ZAC7L,000100039X,5.0,959644800
A3UZYPFH8DC9XW,000100039X,3.0,1394236800
A1T9MNWGNBWGUT,000100039X,5.0,1392076800
A3UJJGY799F76I,000100039X,5.0,1087862400
A9WX8DK93SN5,000100039X,1.0,1385683200
A3OYE24TGYY9GZ,000100039X,5.0,1379289600
A1VVBHGM8DFIZ4,000100039X,1.0,1387152000
AJ4OAFXM11J8C,000100039X,5.0,1392681600
A1B01MB9FIC77F,000100039X,5.0,1380067200
A1NJ3L6YFYKGTQ,000100039X,5.0,1168905600
A3UY8MG7G9BZ0D,000100039X,5.0,1389571200
A34IJ03LO5KT1W,000100039X,5.0,1372982400
A1IJVXGQJ7P1G1,000100039X,5.0,1229472000
ARGUXMBC5AY34,000100039X,2.0,1374105600
A1UYE5C8VH3314,000100039X,4.0,988934400
A2YCL7EHAUYM2L,000100039X,5.0,1259971200
A2Z6BHI0A6URGH,000100039X,3.0,1366243200
A30UW1EYD6HBI1,000100039X,2.0,1403481600
A32V6JCMRLX5Y4,000100039X,5.0,1383091200
A2E71VWXO59342,000100039X,5.0,1011744000
AOHN44SNBRH1Y,000100039X,5.0,1359936000
A329BKRM2USZ8T,000100039X,5.0,1373846400
AFJZ0YVB4XMCE,000100039X,5.0,1365811200
A3OK8G6FAEFYCN,000100039X,4.0,1325894400
A36JQ1WC5JQPFQ,000100039X,1.0,1391990400
A1Q0EKDQGNLVNU,000100039X,5.0,1257120000
A1TYDYZO9JV5LX,000100039X,1.0,1403913600
A2OP1HD9RGX5OW,000100039X,5.0,1176854400
AXAO8DBI5KLG7,000100039X,5.0,1250553600
AA3STBZCDCB38,000100039X,4.0,1339027200
A2TCOE57ABJ5SZ,000100039X,5.0,1363046400
A1IE6HLKMQO7GD,000100039X,5.0,989712000
AJO8FV1JWS2Y2,000100039X,5.0,1226880000
A1QJE9MWYGRQGD,000100039X,5.0,1033257600
AAT27HAI56SFL,000100039X,5.0,1000944000
A3NU1LBH7RPFHV,000100039X,4.0,1232496000
A31WDOV3Q22ANV,000100039X,5.0,1054512000
A3CD6QSN6R2RTF,000100039X,5.0,1168300800
A3G3KFIT9C7T2S,000100039X,5.0,949536000
A36DJN9R64HC29,000100039X,5.0,1287792000
A1OF27A38W9P41,000100039X,5.0,1149638400
ABFOAYZA2UHD3,000100039X,5.0,1107388800
A1XU2UXCTFC9WY,000100039X,4.0,1298332800
A2X6GEC6LCDN4S,000100039X,5.0,1085788800
AAFLZI7MX9UIG,000100039X,5.0,1381104000
ADE3TQBSG0WL4,000100039X,5.0,1290211200
A214CK44QD53C2,000100039X,5.0,1155340800
AKJCJ46AP0S2A,000100039X,2.0,1111536000
A3KQL4H6XZN1FH,000100039X,2.0,1076889600
A31E4QSVZ5EGN5,000100039X,5.0,1367625600
A1FQPOYRBTTK1,000100039X,5.0,1235865600
A4JRMHL3E6J3E,000100039X,5.0,1356048000
AYXIINZ9IJOAF,000100039X,5.0,1384300800
A1NDE525ADR5S9,000100039X,5.0,1398038400
A34M60TUMWX37K,000100039X,5.0,898992000
A1JBOMEZBH80JU,000100039X,5.0,1385942400
A3OTFD9KH19YDX,000100039X,1.0,1367452800
A2DFYTW62P25Z,000100039X,5.0,1402704000
A1MZQH9TE6HB5O,000100039X,5.0,1351382400
A2MPRPCAQLTR3L,000100039X,5.0,1310688000
AEFKN0F9UP7IV,000100039X,5.0,1391299200
A2W6WXEUAVM3E,000100039X,5.0,1046304000
A7GT0WQKKDP0V,000100039X,5.0,1065139200
A2E6KOIMCIB642,000100039X,5.0,1393113600
A30YVWWAJ9DQNK,000100039X,5.0,1158019200
A3NTO3DD12414W,000100039X,5.0,1264809600
AL6PYFVVE2FKZ,000100039X,5.0,1250035200
A27CGDREIA9TM,000100039X,1.0,1394668800
A3GF4R3XSEWQDO,000100039X,4.0,1343779200
AVGXHTOJL2MM3,000100039X,5.0,1389657600
ATAPOART4QGVO,000100039X,3.0,1183420800
A3IYL78735JUMU,000100039X,5.0,1218412800
A34ED6IDT0CMM3,000100039X,5.0,1358208000
A2052JNVUPRTMT,000100039X,5.0,973814400
A2SX6SA1X79F18,000100039X,5.0,1354752000
A3RBYX5X8QE6M1,000100039X,5.0,1155427200
A1MGY6AJOSPENU,000100039X,5.0,1141948800
A3RSE1D2KPHJ1F,000100039X,5.0,1091059200
ADT39C7GOEAWW,000100039X,4.0,1312588800
ASW9FWXSGKV2C,000100039X,5.0,1394323200
AHB1SOUHFL0ET,000100039X,5.0,1372377600
A3THZUJTJLVLYS,000100039X,4.0,946166400
A3N2LY9WUORQ8,000100039X,5.0,1385769600
AX5HLE2F6W6EE,000100039X,5.0,1195948800
AGKPTMTR3UX1R,000100039X,5.0,1176076800
A2CN1URV14R0C7,000100039X,5.0,1399334400
A1HS49P9TZRGV9,000100039X,5.0,1095379200
AMFSDTN7LJ4EM,000100039X,5.0,951004800
A236R0PMGGS3MI,000100039X,5.0,1375056000
A3Q5B6YEMGK4HI,000100039X,5.0,1396828800
A3AEREDY3D3YDZ,000100039X,2.0,1346198400
A3SIKE1XYYT3AV,000100039X,5.0,1362528000
A2W4TXYV1M7FQ4,000100039X,5.0,1299715200
A9T8ZRNEKGKTD,000100039X,5.0,1402272000
A1FAUIS2GUBXZG,000100039X,5.0,1375228800
A1SSJ6O62LXAZM,000100039X,5.0,1362009600
A3PNE8TV5Z9GOF,000100039X,4.0,1036454400
A1O41MUW74NH7Y,000100039X,5.0,1349481600
AYZLXLVMJGTJV,000100039X,5.0,1280275200
AG74166FELW9U,000100039X,5.0,1198886400
A3GNW5MN7WN17J,000100039X,5.0,1363392000
A1A322FQ2SPLGC,000100039X,5.0,1360195200
A36OA2VHD295XA,000100039X,5.0,950227200
A1DXUPOX9PZOB3,000100039X,5.0,1042761600
A2W53LAQBPR831,000100039X,4.0,1342915200
A2ZZHMT58ZMVCZ,000100039X,5.0,1137456000
A5K32C2QZN3WL,000100039X,4.0,1100649600
A3BWLXLEOHMD01,000100039X,5.0,1246320000
A3S7ZMG2KGJ5BA,000100039X,5.0,1369440000
AQK9X858KUY9U,000100039X,4.0,1267056000
A1VSHT4FFP768T,000100039X,5.0,1279584000
A37LZMUIOPWJ2P,000100039X,5.0,1335398400
A114GP7RIF77T,000100039X,5.0,1292544000
A1GZF9PXBGNWIA,000100039X,5.0,1398470400
A1AKJXUHMZS9B6,000100039X,5.0,1402358400
A2LB6QP9RW1XZ0,000100039X,5.0,1386288000
AL7S3BPKXW173,000100039X,5.0,1188259200
A4KYR93C6D5AI,000100039X,5.0,1387152000
AQDD7PB1Z8ND,000100039X,5.0,1331251200
A15TR14UP88GFQ,000100039X,5.0,1360627200
A157UENZPTI1TD,000100039X,5.0,1355356800
A2FJEPAU76GFKA,000100039X,5.0,1394496000
A3W43PSHRIG8KV,000100039X,4.0,957571200
A2GU6FTYXAN2CK,000100039X,5.0,1198713600
A3HLNFF21USD1K,000100039X,1.0,1219708800
A17J2DSQSQ9CMM,000100039X,5.0,907027200
A1P5UBFPQ48OWN,000100039X,5.0,1315872000
AACNFH28C1ZHB,000100039X,2.0,1112313600
AO3IVXXU3T4R3,000100039X,5.0,1355961600
A2YJE5SXYYDF7H,000100039X,5.0,1289520000
A1V7OBRH7RG3PX,000100039X,5.0,1376870400
A1UVPSLUQYY2F9,000100039X,5.0,1331078400
A31SPUE9DIAR1R,000100039X,5.0,1399075200
A2ZNW91MJI2V7K,000100039X,5.0,1021852800
A108N6OJVASROJ,000100039X,5.0,1372809600
A17YT4D9C757XW,000100039X,1.0,1289952000
AQDHM16UK3LU9,000100039X,4.0,1165881600
A3MNX1E6WG580N,000100039X,5.0,1216598400
A3RBKJ7I79JA0T,000100039X,5.0,1115078400
AGMKQ6HLAZQ47,000100039X,5.0,1341792000
AXGNUEMHIDGNA,000100039X,5.0,1377734400
ANWMXAZZR2J0A,000100039X,5.0,1367625600
A3FQ5LW4LR0EZU,000100039X,5.0,1362182400
A2I0AOWKGCU6M1,000100039X,5.0,1326758400
A1K0OKADW884X9,000100039X,5.0,1397779200
A2OKG8UA0G4OXS,000100039X,5.0,1356825600
A2S37EUXKP6J8G,000100039X,5.0,1250553600
AJ2CPKQKCR1TD,000100039X,5.0,1389830400
A2OTT1A1KDAHHP,000100039X,5.0,1051056000
ASRUZVEEKHJ2X,000100039X,4.0,1360627200
A105P3WDGEVDF0,000100039X,4.0,1167782400
A2QLZNJZH0M5L1,000100039X,5.0,1387238400
A1M0B476UIVAXS,000100039X,5.0,1083283200
A1WEGTO97FSY14,000100039X,1.0,1371427200
A213XTCN8A0I52,000100039X,2.0,1334534400
AUYB5QOIERY0D,000100039X,5.0,912470400
AS5ERWDSXRDNX,000100039X,4.0,1227830400
A1WW6ITJSQP1TQ,000100039X,5.0,1345420800
ATTHVHJI33Q0X,000100039X,5.0,1333238400
APHX2A37KDRAH,000100039X,4.0,1314576000
A1TR1LU2JSZLUL,000100039X,5.0,969148800
A19Y2SQBB57H3V,000100039X,5.0,1397779200
A13H59BY7S1D73,000100039X,5.0,1339891200
A3PBHTUHPWPQLR,000100039X,5.0,1313366400
A2S8CVRI55WTB3,000100039X,3.0,1358467200
ANTGGAQYPSWHF,000100039X,3.0,1091491200
A1OY66GIJTJ3UH,000100039X,5.0,960163200
ADIDQRLLR4KBQ,000100039X,5.0,1033776000
A3AW2ZG0GP4SKN,000100039X,5.0,1187827200
AXFU7PQHDY56W,000100039X,5.0,1320883200
A2OOKC2JGGDH3J,000100039X,5.0,1370390400
A2X44AITMRTNC4,000100039X,5.0,981676800
A2GFJQAHE9KK4D,000100039X,5.0,1162684800
A1GLBKIIMXFUWZ,000100039X,5.0,1401408000
A3KYQVFCDG7CZE,000100039X,5.0,1400716800
A3JVEZEL9C2DM5,000100039X,5.0,1238112000
A6XOZ57L4K818,000100039X,5.0,1171152000
A2XYIJ3P43CCHX,000100039X,5.0,1381881600
A62MJBV7BCVP5,000100039X,3.0,1304899200
A1US87MPNWWHTG,000100039X,5.0,1360022400
A1CPZY40OVGX2X,000100039X,3.0,1372291200
A20LN2D426LYO,000100039X,5.0,1386979200
A17KSJ3MIYIEJV,000100039X,5.0,1362700800
AU837CQMP7EDF,000100039X,5.0,1391817600
AJM9SYHZQ0JPW,000100039X,5.0,1383696000
A2MMON52VMO7NT,000100039X,5.0,1012867200
AD0SN46N0HY79,000100039X,2.0,1235865600
A2OT4W5B9AVE1K,000100039X,5.0,1371513600
A3V0VM17I8TJ3G,000100039X,5.0,1357776000
ALHGO2HPFTC2W,000100039X,5.0,1163030400
AJG3H9IGTOALP,000100039X,5.0,1013558400
A3I4DMTR15A6G0,000100039X,4.0,1242000000
AWLCV8M0680FT,000100039X,5.0,1395878400
A253OBOHIUGTMN,000100039X,5.0,1349913600
A1I6CQYI2SZ4QY,000100039X,2.0,1320537600
AR72Z89LACZ8Q,000100039X,3.0,1030924800
AEKNHPTV4DFFI,000100039X,5.0,1166054400
A1F3ZX3SCF99ZB,000100039X,5.0,915753600
A14A2VLURI8DGP,000100039X,1.0,1361318400
A1A3CD95INYLUB,000100039X,5.0,1360108800
AJRFZ0VZ0LD26,000100039X,5.0,1203379200
AD6E4Y092Y4KP,000100039X,1.0,1392336000
A3RTC17QVQGML7,000100039X,5.0,1193443200
A3HCD8V6TW4DBV,000100039X,5.0,1160006400
A36OJ0JV368512,000100039X,5.0,1368662400
A281NPSIMI1C2R,000100039X,5.0,1117411200
A2KTLCVR0ZYIF4,000100039X,5.0,1367107200
A2Q41ZN25XIU8Q,000100039X,5.0,973036800
A1C9NH907F3RHE,000100039X,5.0,1263168000
A3DZQU8NFA6Y29,000100039X,5.0,1300838400
A1FV7XHRAB456M,000100039X,5.0,1263254400
A2X3E8EU2KBVN8,000100039X,5.0,1169164800
AMSSG5FPT8XMU,000100039X,5.0,1112918400
A23IIHCRK4FLXL,000100039X,5.0,1382918400
A6HZ4G4G5RWNK,000100039X,4.0,1174435200
A2R64CR74I98K3,000100039X,5.0,1125964800
A9JHTD9CXJTWY,000100039X,1.0,1283990400
A2BKDIK5CUQ9EO,000100039X,5.0,1369094400
AMKZHBOK7VMQR,000100039X,5.0,1021766400
A3GEQ4VLQ0V0BY,000100039X,5.0,1003622400
ALD1CRUBY1365,000100039X,1.0,1022025600
AD4P3A4RHAZLM,000100039X,5.0,985046400
AKNSIRKVFVF8T,000100039X,5.0,1376956800
A1B5EU2B276BMD,000100039X,5.0,1156550400
A329GY0VUR837W,000100039X,4.0,1261267200
A1CLZXW680PWBM,000100039X,5.0,1250985600
AODR4OC90BBOJ,000100039X,4.0,1282953600
AIH6COJTQX214,000100039X,5.0,1371600000
A3IWHDMAUV8NBS,000100039X,5.0,904953600
A180GVXDR2TMAW,000100039X,5.0,1236038400
A5H2BEB617RGT,000100039X,5.0,1396656000
A3S2101EZICID2,000100039X,5.0,1387152000
ANRE1BJ0Q4PLS,000100039X,5.0,1261612800
A2RBNE5QGJ0GCU,000100039X,5.0,1380758400
A9I4992F310FS,000100039X,5.0,1371686400
AYRR08P3O4GAQ,000100039X,5.0,1378771200
A2KF83ZHI268GI,000100039X,5.0,1401580800
A1AKE9KBGVWRT6,000100039X,5.0,1147737600
A1M4X8MMWRYBHR,000100039X,5.0,1310601600
AACTGYBJPRGM6,000100039X,5.0,981331200
A3ORION69MKM9N,000100039X,5.0,1373587200
AODS0MUDCCH2M,000100039X,5.0,1394668800
A1NMACQTGPFZM9,000100039X,5.0,1030492800
A2PSISIVHIQXW4,000100039X,5.0,1300060800
A21X7PJN5UNVQ3,000100039X,5.0,1389139200
ATABDROW6W60P,000100039X,5.0,1385942400
A3GVV56KUJCKQ2,000100039X,5.0,1107907200
A2SZXQTKS3SAF1,000100039X,3.0,995068800
A3SN6LXZ7MUW1I,000100039X,5.0,1171584000
